Name,tclien__Opportunity__c
UCC Filing - Genesis Christian Church Inc | EF |  New | 11.25.2024,006Po00000Qp1RKIAZ
UCC Filing - Great Gas Watt Inc | EF |  New | 11.18.2024,006Po00000Q8iZZIAZ
UCC Filing - Great Gas Felton Inc | EF |  New | 11.18.2024,006Po00000QADxuIAH
UCC Filing - Southern Investment Holdings LLC | EF |  New | 10.2.2024,006Po00000M3SslIAF
"UCC Filing - INDUSTRIAL HOSE AND SUPPLY, INC. | EF |  New | 12.4.2024",006Po00000RfqfpIAB
UCC Filing - Vaibhav Hotel Management LLC | EF |  New | 10.23.2024,006Po00000NmDycIAF
"UCC Filing - Synergy Petroleum Enterprises, Inc. | EF |  New | 11.25.2024",006Po00000Qre0LIAR
UCC Filing - NS Truck Accessories LLC | EF |  New | 12.4.2024,006Po00000Rhqa5IAB
"UCC Filing - Victory 1 Distribution, Inc. | EF |  New | 12.5.2024",006Po00000RoJZNIA3
"UCC Filing - Mikhail Rosenberg, Individual | EF |  New | 12.3.2024",006Po00000RYjcgIAD
"UCC Filing - Rocky Knoll Country Club, LLC | EF |  New | 11.4.2024",006Po00000OlPA2IAN
UCC Filing - Breadbelly LLC | EF |  New | 11.4.2024,006Po00000OkTkLIAV
UCC Filing - Kshrig LLC | EF |  New | 11.5.2024,006Po00000Ou0h5IAB
UCC Filing - Whimsical Practicality Inc. | EF |  New | 11.26.2024,006Po00000QyNPaIAN
UCC Filing - Brittain's Cash and Dash LLC | EF |  New | 11.15.2024,006Po00000PtXBRIA3
"UCC Filing - Abdo Ahmed Saleh, Individual | EF |  New | 12.2.2024",006Po00000RQANbIAP
UCC Filing - AP Granite Installation LLC | EF |  New | 11.5.2024,006Po00000OtHlYIAV
"UCC Filing - Ellis Equipment, Inc. | EF |  New | 11.19.2024",006Po00000QHRxhIAH
UCC Filing - Dash Networks Inc | EF |  New | 12.4.2024,006Po00000ReEWFIA3
"UCC Filing - Eskridge Brothers Enterprises, Inc. | EF |  New | 12.6.2024",006Po00000RvGTcIAN
